0,1,2,3,4,5,6,7,,,,,,,,,,,,,
Hetauda Campus,Bagmati,Education,Master,English  Education,15,16,31,,,,,,,,,,,,,
Hetauda Campus,Bagmati,Education,Master,Health Education,1,3,4,,,,,,,,,,,,,
Hetauda Campus,Bagmati,Education,Master,Mathematics  Education,9,8,17,,,,,,,,,,,,,
Hetauda Campus,Bagmati,Education,Master,Nepali Education,10,55,65,,,,,,,,,,,,,
Hetauda Campus,Bagmati,HSS,Bachelor 4-YRS B.A.,,22,15,37,,,,,,,,,,,,,
Hetauda Campus,Bagmati,,Management Bachelor 4-YRS B.B.S.,,149,28,177,,,,,,,,,,,,,
Hile Campus,Koshi,,Management Bachelor 4-YRS B.B.S.,,51,26,77,,,,,,,,,,,,,
Himal Darshan Campus,Koshi,Education,Bachelor 4-YRS B.ED.,,74,40,114,,,,,,,,,,,,,
Himalaya College,Bagmati,HSS,Bachelor 4-YRS B.A.,,70,21,91,,,,,,,,,,,,,
Himalaya College,Bagmati,,Management Bachelor 4-YRS B.B.S.,,163,109,272,,,,,,,,,,,,,
Himalaya College,Bagmati,Management Master,,MBS,21,10,31,,,,,,,,,,,,,
Himganga Multiple Campus,Bagmati,Education,Bachelor 4-YRS B.ED.,,47,12,59,,,,,,,,,,,,,
Himjyoti Multiple campus,Karnali,HSS,Bachelor 4-YRS B.A.,,40,67,107,,,,,,,,,,,,,
Himjyoti Multiple campus,Karnali,,Management Bachelor 4-YRS B.B.S.,,6,7,13,,,,,,,,,,,,,
Himshikhar multiple campus,Karnali,Education,Bachelor 4-YRS B.ED.,,166,43,209,,,,,,,,,,,,,
Himshikhar multiple campus,Karnali,,Management Bachelor 4-YRS B.B.S.,,81,32,113,,,,,,,,,,,,,
huwas multiple campus,Gandaki,,Management Bachelor 4-YRS B.B.S.,,41,14,55,,,,,,,,,,,,,
Hyatrung Jharana Campus,Koshi,Education,Bachelor 4-YRS B.ED.,,42,24,66,,,,,,,,,,,,,
"Indra chandra campus, devi camus",Koshi,,Management Bachelor 4-YRS B.B.S.,,765,555,1320,,,,,,,,,,,,,
"Indra chandra campus, devi camus",Koshi,Management Master,,MBS,14,20,34,,,,,,,,,,,,,
Indrawati Campus,Bagmati,Education,Bachelor 4-YRS B.ED.,,96,34,130,,,,,,,,,,,,,
Indrawati Campus,Bagmati,,Management Bachelor 4-YRS B.B.S.,,26,28,54,,,,,,,,,,,,,
Indreshwor Campus,Bagmati,Education,Bachelor 4-YRS B.ED.,,46,9,55,,,,,,,,,,,,,
Indreshwor Campus,Bagmati,HSS,Bachelor 4-YRS B.A.,,9,14,23,,,,,,,,,,,,,
Indreshwor Campus,Bagmati,,Management Bachelor 4-YRS B.B.S.,,76,45,121,,,,,,,,,,,,,
Indreshwor Campus,Bagmati,Management Master,,MBS,19,13,32,,,,,,,,,,,,,
Ishaneshwar Campus,Gandaki,Education,Bachelor 4-YRS B.ED.,,41,13,54,,,,,,,,,,,,,
Ishaneshwar Campus,Gandaki,,Management Bachelor 4-YRS B.B.S.,,23,6,29,,,,,,,,,,,,,
Jagriti Campus,Koshi,Education,Bachelor 4-YRS B.ED.,,106,23,129,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
0,1,2,3,4,5,6,7,,,,,,,,,,,,,
Campus Name,Province,Faculty,Level,Programname,Female,Male,Total,,,,,,,,,,,,,
Jahari Campus,Karnali,Education,Bachelor 4-YRS B.ED.,,99,139,238,,,,,,,,,,,,,
Jalbire Valley Campus,Bagmati,Education,Bachelor 4-YRS B.ED.,,86,36,122,,,,,,,,,,,,,
Jalbire Valley Campus,Bagmati,,Management Bachelor 4-YRS B.B.S.,,24,10,34,,,,,,,,,,,,,
Jalpadevi Campus,Koshi,Education,Bachelor 4-YRS B.ED.,,88,11,99,,,,,,,,,,,,,
Jan Aadarsha Campus,Bagmati,,Management Bachelor 4-YRS B.B.S.,,23,17,40,,,,,,,,,,,,,
Jana Adarsha Campus,Bagmati,Education,Bachelor 4-YRS B.ED.,,80,15,95,,,,,,,,,,,,,
Jana Adarsha Campus,Bagmati,,Management Bachelor 4-YRS B.B.S.,,113,61,174,,,,,,,,,,,,,
Jana Adarsha Campus,Bagmati,Management Master,,MBS,4,7,11,,,,,,,,,,,,,
Jana Bhawana Campus,Bagmati,Education,Bachelor 4-YRS B.ED.,,85,11,96,,,,,,,,,,,,,
Jana Bhawana Campus,Bagmati,HSS,Bachelor 4-YRS B.A.,,84,32,116,,,,,,,,,,,,,
Jana Bhawana Campus,Bagmati,HSS,Bachelor BCA,,27,35,62,,,,,,,,,,,,,
Jana Bhawana Campus,Bagmati,,Management Bachelor 4-YRS B.B.S.,,134,62,196,,,,,,,,,,,,,
Jana Bhawana Campus,Bagmati,Management Master,,MBS,15,11,26,,,,,,,,,,,,,
"Jana shikha campus, Achham",Sudurpaschim  Education,,Bachelor 4-YRS B.ED.,,96,61,157,,,,,,,,,,,,,
"Jana shikha campus, Achham",,Sudurpaschim  Management Bachelor 4-YRS B.B.S.,,,12,8,20,,,,,,,,,,,,,
Janachetana multiple campus,Karnali,Education,Bachelor 4-YRS B.ED.,,128,162,290,,,,,,,,,,,,,
Janachetana multiple campus,Karnali,,Management Bachelor 4-YRS B.B.S.,,14,25,39,,,,,,,,,,,,,
Janadhar Community campus,Bagmati,,Management Bachelor 4-YRS B.B.S.,,54,41,95,,,,,,,,,,,,,
Janagyan Niketan Campus,Bagmati,Education,Bachelor 4-YRS B.ED.,,30,8,38,,,,,,,,,,,,,
Janagyan Niketan Campus,Bagmati,,Management Bachelor 4-YRS B.B.S.,,16,12,28,,,,,,,,,,,,,
Janagyankunj Campus,Karnali,Education,Bachelor 4-YRS B.ED.,,342,327,669,,,,,,,,,,,,,
Janajagrit Shiksha Campus,Bagmati,Education,Bachelor 4-YRS B.ED.,,20,5,25,,,,,,,,,,,,,
Janajagriti Campus,Bagmati,Education,Bachelor 4-YRS B.ED.,,54,17,71,,,,,,,,,,,,,
Janajyoti Adarsh Multiple Campus,Gandaki,Education,Bachelor 4-YRS B.ED.,,103,18,121,,,,,,,,,,,,,
Janajyoti Adarsh Multiple Campus,Gandaki,,Management Bachelor 4-YRS B.B.S.,,65,24,89,,,,,,,,,,,,,
Janajyoti Campus,Sudurpaschim  Education,,Bachelor 4-YRS B.ED.,,197,76,273,,,,,,,,,,,,,
Janajyoti Campus,Sudurpaschim  Education,,Master,English  Education,10,16,26,,,,,,,,,,,,,
Janajyoti Campus,Sudurpaschim  Education,,Master,Health Education,4,1,5,,,,,,,,,,,,,
Janajyoti Campus,Sudurpaschim  Education,,Master,Nepali Education,6,32,38,,,,,,,,,,,,,
Janajyoti Campus,Sudurpaschim  HSS,,Bachelor 4-YRS B.A.,,120,57,177,,,,,,,,,,,,,
Janajyoti Campus,,Sudurpaschim  Management Bachelor 4-YRS B.B.S.,,,153,101,254,,,,,,,,,,,,,
Janajyoti Campus,Lumbini,Education,Bachelor 4-YRS B.ED.,,59,21,80,,,,,,,,,,,,,
Janajyoti Multiple Campus,Madhesh,Education,Bachelor 4-YRS B.ED.,,153,73,226,,,,,,,,,,,,,
Janajyoti Multiple Campus,Madhesh,HSS,Bachelor 4-YRS B.A.,,42,73,115,,,,,,,,,,,,,
Janajyoti Multiple Campus,Madhesh,HSS,Bachelor BCA,,17,70,87,,,,,,,,,,,,,
Janajyoti Multiple Campus,Madhesh,HSS,Master,Sociology,95,171,266,,,,,,,,,,,,,
Janajyoti Multiple Campus,Madhesh,,Management Bachelor 4-YRS B.B.S.,,333,282,615,,,,,,,,,,,,,
Janajyoti Multiple Campus,Madhesh,Management Master,,MBS,114,167,281,,,,,,,,,,,,,
Janak Bahumukhi Campus,Bagmati,Education,Bachelor 4-YRS B.ED.,,47,6,53,,,,,,,,,,,,,
Janak Bahumukhi Campus,Bagmati,,Management Bachelor 4-YRS B.B.S.,,24,13,37,,,,,,,,,,,,,
Janak College,Gandaki,,Management Bachelor 4-YRS B.B.S.,,174,80,254,,,,,,,,,,,,,
Janakalyan Campus,Karnali,Education,Bachelor 4-YRS B.ED.,,186,110,296,,,,,,,,,,,,,
Janakalyan Campus,Karnali,Education,Master,Curriculum And  Evaluation,44,2,46,,,,,,,,,,,,,
Janakalyan Campus,Karnali,Education,Master,Nepali Education,29,5,34,,,,,,,,,,,,,
Janakalyan Campus,Karnali,HSS,Bachelor 4-YRS B.A.,,5,8,13,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
0,1,2,3,4,5,6,7,,,,,,,,,,,,,
Campus Name,Province,Faculty,Level,Programname,Female,Male,Total,,,,,,,,,,,,,
Janakalyan Campus,Karnali,,Management Bachelor 4-YRS B.B.S.,,55,37,92,,,,,,,,,,,,,
Janakpur Campus,Madhesh,Education,Bachelor 4-YRS B.ED.,,5,6,11,,,,,,,,,,,,,
Janakpur Campus,Madhesh,,Management Bachelor 4-YRS B.B.S.,,0,4,4,,,,,,,,,,,,,
Janamaitri Multiple Campus,Bagmati,Education,Bachelor 4-YRS B.ED.,,65,24,89,,,,,,,,,,,,,
Janamaitri Multiple Campus,Bagmati,Education,Bachelor,ICTE,44,7,51,,,,,,,,,,,,,
Janamaitri Multiple Campus,Bagmati,Education,Master,Nepali Education,5,2,7,,,,,,,,,,,,,
Janamaitri Multiple Campus,Bagmati,HSS,Bachelor 4-YRS B.A.,,99,42,141,,,,,,,,,,,,,
Janamaitri Multiple Campus,Bagmati,HSS,Bachelor BCA,,22,42,64,,,,,,,,,,,,,
Janamaitri Multiple Campus,Bagmati,,Management Bachelor 4-YRS B.B.S.,,295,196,491,,,,,,,,,,,,,
Janamaitri Multiple Campus,Bagmati,,Management Bachelor BBM,,49,20,69,,,,,,,,,,,,,
Janamaitri Multiple Campus,Bagmati,Management Master,,MBS,69,45,114,,,,,,,,,,,,,
Janamukhi Aadarsha College,Gandaki,Education,Bachelor 4-YRS B.ED.,,73,6,79,,,,,,,,,,,,,
Janamukhi Aadarsha College,Gandaki,,Management Bachelor 4-YRS B.B.S.,,59,20,79,,,,,,,,,,,,,
JanaPrakash Multiple Campus,Gandaki,,Management Bachelor 4-YRS B.B.S.,,173,72,245,,,,,,,,,,,,,
Janapriya Multiple Campus,Gandaki,Education,Bachelor 4-YRS B.ED.,,205,34,239,,,,,,,,,,,,,
Janapriya Multiple Campus,Gandaki,HSS,Bachelor 4-YRS B.A.,,94,48,142,,,,,,,,,,,,,
Janapriya Multiple Campus,Gandaki,,Management Bachelor 4-YRS B.B.S.,,1228,832,2060,,,,,,,,,,,,,
Janapriya Multiple Campus,Gandaki,,Management Bachelor BBA,,186,111,297,,,,,,,,,,,,,
Janapriya Multiple Campus,Gandaki,,Management Bachelor BIM,,46,59,105,,,,,,,,,,,,,
Janapriya Multiple Campus,Gandaki,Management Master,,MBS,52,16,68,,,,,,,,,,,,,
Janapriya Multiple Campus,Gandaki,S&T,Bachelor 4-YRS B.Sc,,55,11,66,,,,,,,,,,,,,
Janasewa Multiple campus,Lumbini,HSS,Bachelor 4-YRS B.A.,,25,17,42,,,,,,,,,,,,,
Janasewa Multiple campus,Lumbini,,Management Bachelor 4-YRS B.B.S.,,35,21,56,,,,,,,,,,,,,
Janasiddheshwor multiple campus,Lumbini,Education,Bachelor 4-YRS B.ED.,,114,53,167,,,,,,,,,,,,,
Janata Campus Morang,Koshi,Education,Bachelor 4-YRS B.ED.,,33,5,38,,,,,,,,,,,,,
Janata Campus Morang,Koshi,,Management Bachelor 4-YRS B.B.S.,,37,30,67,,,,,,,,,,,,,
Janata campus punarbas,Sudurpaschim  Education,,Bachelor 4-YRS B.ED.,,36,3,39,,,,,,,,,,,,,
Janata campus punarbas,Sudurpaschim  HSS,,Bachelor 4-YRS B.A.,,61,4,65,,,,,,,,,,,,,
Janata campus punarbas,,Sudurpaschim  Management Bachelor 4-YRS B.B.S.,,,59,16,75,,,,,,,,,,,,,
Janayjyoti Campu Tanahun,Gandaki,Education,Bachelor 4-YRS B.ED.,,99,17,116,,,,,,,,,,,,,
Janayjyoti Campu Tanahun,Gandaki,,Management Bachelor 4-YRS B.B.S.,,112,41,153,,,,,,,,,,,,,
Janayjyoti Campus Sarlahi,Madhesh,Education,Bachelor 4-YRS B.ED.,,147,24,171,,,,,,,,,,,,,
Janayjyoti Campus Sarlahi,Madhesh,Education,Bachelor,ICTE,37,17,54,,,,,,,,,,,,,
Janayjyoti Campus Sarlahi,Madhesh,Education,Master,EPM,8,3,11,,,,,,,,,,,,,
Janayjyoti Campus Sarlahi,Madhesh,Education,Master,Nepali Education,9,14,23,,,,,,,,,,,,,
Janayjyoti Campus Sarlahi,Madhesh,Education,Master,Population  Education,8,6,14,,,,,,,,,,,,,
Janayjyoti Campus Sarlahi,Madhesh,HSS,Bachelor 4-YRS B.A.,,1,3,4,,,,,,,,,,,,,
Janayjyoti Campus Sarlahi,Madhesh,,Management Bachelor 4-YRS B.B.S.,,275,256,531,,,,,,,,,,,,,
Janta Multiple Campus,Koshi,Education,Bachelor 4-YRS B.ED.,,849,176,1025,,,,,,,,,,,,,
Janta Multiple Campus,Koshi,Education,Master,EPM,2,12,14,,,,,,,,,,,,,
Janta Multiple Campus,Koshi,Education,Master,English  Education,17,24,41,,,,,,,,,,,,,
Janta Multiple Campus,Koshi,Education,Master,Health Education,5,13,18,,,,,,,,,,,,,
Janta Multiple Campus,Koshi,Education,Master,Nepali Education,2,33,35,,,,,,,,,,,,,
Janta Multiple Campus,Koshi,HSS,Bachelor 4-YRS B.A.,,200,89,289,,,,,,,,,,,,,
Janta Multiple Campus,Koshi,,Management Bachelor 4-YRS B.B.S.,,1344,719,2063,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
0,1,2,3,4,5,6,7,,,,,,,,,,,,,
Campus Name,Province,Faculty,Level,Programname,Female,Male,Total,,,,,,,,,,,,,
Janta Multiple Campus,Koshi,Management Master,,MBS,90,74,164,,,,,,,,,,,,,
Janta Sudarshan Campus,Gandaki,Education,Bachelor 4-YRS B.ED.,,37,6,43,,,,,,,,,,,,,
Janta Sudarshan Campus,Gandaki,,Management Bachelor 4-YRS B.B.S.,,18,1,19,,,,,,,,,,,,,
Jay Janta Campus,Madhesh,Education,Bachelor 4-YRS B.ED.,,75,48,123,,,,,,,,,,,,,
Jay Kishan Multiple Campus,Madhesh,Education,Bachelor 4-YRS B.ED.,,112,156,268,,,,,,,,,,,,,
Jay Kishan Multiple Campus,Madhesh,,Management Bachelor 4-YRS B.B.S.,,43,64,107,,,,,,,,,,,,,
Jaya Bageswaree Multiple Campus,Bagmati,Education,Bachelor 4-YRS B.ED.,,50,16,66,,,,,,,,,,,,,
Jaya Bageswaree Multiple Campus,Bagmati,,Management Bachelor 4-YRS B.B.S.,,30,9,39,,,,,,,,,,,,,
Jhimaruk Multiple Campus,Lumbini,,Management Bachelor 4-YRS B.B.S.,,83,27,110,,,,,,,,,,,,,
jiri Campus,Bagmati,Education,Bachelor 4-YRS B.ED.,,25,6,31,,,,,,,,,,,,,
jiri Campus,Bagmati,,Management Bachelor 4-YRS B.B.S.,,3,11,14,,,,,,,,,,,,,
jirikhimti campus,Koshi,Education,Bachelor 4-YRS B.ED.,,54,11,65,,,,,,,,,,,,,
Jitpur Campus,Koshi,Education,Bachelor 4-YRS B.ED.,,50,12,62,,,,,,,,,,,,,
Jitpurphedi Multiple Campus,Bagmati,HSS,Bachelor 4-YRS B.A.,,10,10,20,,,,,,,,,,,,,
Jugal Multiple Campus,Bagmati,Education,Bachelor 4-YRS B.ED.,,43,14,57,,,,,,,,,,,,,
Jugal Multiple Campus,Bagmati,HSS,Bachelor 4-YRS B.A.,,8,1,9,,,,,,,,,,,,,
Jugal Multiple Campus,Bagmati,,Management Bachelor 4-YRS B.B.S.,,10,7,17,,,,,,,,,,,,,
Jyoti Multiple Campus,Lumbini,Education,Bachelor 4-YRS B.ED.,,56,18,74,,,,,,,,,,,,,
Jyoti Multiple Campus,Lumbini,,Management Bachelor 4-YRS B.B.S.,,16,4,20,,,,,,,,,,,,,
Kailash Campus,Sudurpaschim  Education,,Bachelor 4-YRS B.ED.,,115,48,163,,,,,,,,,,,,,
Kailash Campus,,Sudurpaschim  Management Bachelor 4-YRS B.B.S.,,,13,8,21,,,,,,,,,,,,,
Kailashkut Multiple Campus,Bagmati,HSS,Bachelor 4-YRS B.A.,,58,47,105,,,,,,,,,,,,,
Kailashkut Multiple Campus,Bagmati,,Management Bachelor 4-YRS B.B.S.,,36,35,71,,,,,,,,,,,,,
Kakaling campus,Bagmati,Education,Bachelor 4-YRS B.ED.,,44,15,59,,,,,,,,,,,,,
Kakaling campus,Bagmati,,Management Bachelor 4-YRS B.B.S.,,16,9,25,,,,,,,,,,,,,
Kakarvitta Campus,Koshi,Education,Bachelor 4-YRS B.ED.,,94,34,128,,,,,,,,,,,,,
Kakarvitta Campus,Koshi,,Management Bachelor 4-YRS B.B.S.,,160,105,265,,,,,,,,,,,,,
Kali Gandaki Campus,Gandaki,Education,Bachelor 4-YRS B.ED.,,37,5,42,,,,,,,,,,,,,
Kali Gandaki Campus,Gandaki,,Management Bachelor 4-YRS B.B.S.,,11,6,17,,,,,,,,,,,,,
Kaligandaki campus,Gandaki,,Management Bachelor 4-YRS B.B.S.,,5,0,5,,,,,,,,,,,,,
Kalika Multiple Campus kalika,Gandaki,Education,Bachelor 4-YRS B.ED.,,13,3,16,,,,,,,,,,,,,
Kalika Multiple Campus kalika,Gandaki,HSS,Master,Rural  Development,16,22,38,,,,,,,,,,,,,
Kalika Multiple Campus kalika,Gandaki,,Management Bachelor 4-YRS B.B.S.,,19,5,24,,,,,,,,,,,,,
Kalika Multiple Campus kaski,Gandaki,Education,Bachelor 4-YRS B.ED.,,87,10,97,,,,,,,,,,,,,
Kalika Multiple Campus kaski,Gandaki,HSS,Bachelor 4-YRS B.A.,,36,12,48,,,,,,,,,,,,,
Kalika Multiple Campus kaski,Gandaki,HSS,Master,Rural  Development,16,22,38,,,,,,,,,,,,,
Kalika Multiple Campus kaski,Gandaki,,Management Bachelor 4-YRS B.B.S.,,259,135,394,,,,,,,,,,,,,
Kalika Multiple Campus kaski,Gandaki,Management Master,,MBS,20,12,32,,,,,,,,,,,,,
Kalika Public College,Gandaki,Education,Bachelor 4-YRS B.ED.,,146,24,170,,,,,,,,,,,,,
Kalika Public College,Gandaki,,Management Bachelor 4-YRS B.B.S.,,180,68,248,,,,,,,,,,,,,
kalikahimalayaCampus,Bagmati,Education,Bachelor 4-YRS B.ED.,,146,95,241,,,,,,,,,,,,,
kalikahimalayaCampus,Bagmati,Education,Master,EPM,30,37,67,,,,,,,,,,,,,
kalikahimalayaCampus,Bagmati,,Management Bachelor 4-YRS B.B.S.,,98,72,170,,,,,,,,,,,,,
Kamala Multiple Campus,Bagmati,Education,Bachelor 4-YRS B.ED.,,175,89,264,,,,,,,,,,,,,
Kamala Multiple Campus,Bagmati,Education,Master,EPM,48,12,60,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
0,1,2,3,4,5,6,7,,,,,,,,,,,,,
Campus Name,Province,Faculty,Level,Programname,Female,Male,Total,,,,,,,,,,,,,
Kamala Multiple Campus,Bagmati,Education,Master,Nepali Education,15,15,30,,,,,,,,,,,,,
Kamala Multiple Campus,Bagmati,HSS,Bachelor 4-YRS B.A.,,14,22,36,,,,,,,,,,,,,
Kamala Science Campus,Bagmati,S&T,Bachelor 4-YRS B.Sc,,3,10,13,,,,,,,,,,,,,
Kanchan Campus,Sudurpaschim  Education,,Bachelor 4-YRS B.ED.,,93,19,112,,,,,,,,,,,,,
Kanchan Campus,Sudurpaschim  HSS,,Bachelor 4-YRS B.A.,,101,22,123,,,,,,,,,,,,,
Kanchan Campus,,Sudurpaschim  Management Bachelor 4-YRS B.B.S.,,,106,52,158,,,,,,,,,,,,,
Kanchan Vidhya Mandir Samudayik  College,,Sudurpaschim  Management Bachelor 4-YRS B.B.S.,,,585,343,928,,,,,,,,,,,,,
Kanchan Vidhya Mandir Samudayik  College,,Sudurpaschim  Management Master,,MBS,14,12,26,,,,,,,,,,,,,
Kankai Multiple Campus,Koshi,Education,Bachelor 4-YRS B.ED.,,248,42,290,,,,,,,,,,,,,
Kankai Multiple Campus,Koshi,Education,Master,EPM,15,8,23,,,,,,,,,,,,,
Kankai Multiple Campus,Koshi,Education,Master,English  Education,16,19,35,,,,,,,,,,,,,
Kankai Multiple Campus,Koshi,Education,Master,Nepali Education,7,39,46,,,,,,,,,,,,,
Kankai Multiple Campus,Koshi,HSS,Bachelor 4-YRS B.A.,,103,53,156,,,,,,,,,,,,,
Kankai Multiple Campus,Koshi,,Management Bachelor 4-YRS B.B.S.,,225,186,411,,,,,,,,,,,,,
Kankai Multiple Campus,Koshi,Management Master,,MBS,11,19,30,,,,,,,,,,,,,
Kanpur Campus,Bagmati,Education,Bachelor 4-YRS B.ED.,,14,1,15,,,,,,,,,,,,,
Kantipur Campus,Bagmati,HSS,Bachelor 4-YRS B.A.,,38,26,64,,,,,,,,,,,,,
Kantipur Campus,Bagmati,,Management Bachelor 4-YRS B.B.S.,,34,36,70,,,,,,,,,,,,,
Kanya Campus,Gandaki,Education,Bachelor 4-YRS B.ED.,,94,0,94,,,,,,,,,,,,,
Kanya Campus,Gandaki,HSS,Bachelor 4-YRS B.A.,,32,0,32,,,,,,,,,,,,,
Kanya Campus,Gandaki,,Management Bachelor 4-YRS B.B.S.,,168,0,168,,,,,,,,,,,,,
Kanya Campus,Gandaki,,Management Bachelor BIM,,76,0,76,,,,,,,,,,,,,
Kanya Campus,Gandaki,Management Master,,MBS,28,0,28,,,,,,,,,,,,,
Kapan multiple campus,Bagmati,Education,Bachelor 4-YRS B.ED.,,124,28,152,,,,,,,,,,,,,
Kapan multiple campus,Bagmati,,Management Bachelor 4-YRS B.B.S.,,116,82,198,,,,,,,,,,,,,
Kapilvastu Campus,Lumbini,Education,Bachelor 4-YRS B.ED.,,198,187,385,,,,,,,,,,,,,
Kapilvastu Campus,Lumbini,Education,Master,EPM,27,7,34,,,,,,,,,,,,,
Kapilvastu Campus,Lumbini,Education,Master,English  Education,8,8,16,,,,,,,,,,,,,
Kapilvastu Campus,Lumbini,Education,Master,Health Education,7,7,14,,,,,,,,,,,,,
Kapilvastu Campus,Lumbini,Education,Master,Nepali Education,10,25,35,,,,,,,,,,,,,
Kapilvastu Campus,Lumbini,HSS,Bachelor 4-YRS B.A.,,4,7,11,,,,,,,,,,,,,
Kapilvastu Campus,Lumbini,,Management Bachelor 4-YRS B.B.S.,,118,192,310,,,,,,,,,,,,,
Kapilvastu Campus,Lumbini,Management Master,,MBS,16,28,44,,,,,,,,,,,,,
Kapurkot Multiple Campus,Karnali,,Management Bachelor 4-YRS B.B.S.,,29,17,46,,,,,,,,,,,,,
Karmaiy Adarsha Janata campus,Madhesh,Education,Bachelor 4-YRS B.ED.,,28,8,36,,,,,,,,,,,,,
Katahariya Multiple Campus,Madhesh,Education,Bachelor 4-YRS B.ED.,,77,144,221,,,,,,,,,,,,,
Katahariya Multiple Campus,Madhesh,,Management Bachelor 4-YRS B.B.S.,,37,89,126,,,,,,,,,,,,,
Kathmandu Campus,Bagmati,HSS,Bachelor 4-YRS B.A.,,7,3,10,,,,,,,,,,,,,
Kathmandu Campus,Bagmati,,Management Bachelor 4-YRS B.B.S.,,0,1,1,,,,,,,,,,,,,
Kathmandu Shiksha Campus,Bagmati,Education,Bachelor 4-YRS B.ED.,,60,16,76,,,,,,,,,,,,,
Kathmandu Shiksha Campus,Bagmati,Education,Master,EPM,17,22,39,,,,,,,,,,,,,
Kathmandu Shiksha Campus,Bagmati,Education,Master,English  Education,6,12,18,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
0,1,2,3,4,5,6,7,,,,,,,,,,,,,
Campus Name,Province,Faculty,Level,Programname,Female,Male,Total,,,,,,,,,,,,,
Kathmandu Shiksha Campus,Bagmati,Education,Master,Health Education,11,15,26,,,,,,,,,,,,,
Kathmandu Shiksha Campus,Bagmati,Education,Master,Nepali Education,6,14,20,,,,,,,,,,,,,
Kathmandu Shiksha Campus,Bagmati,HSS,Bachelor BCA,,30,45,75,,,,,,,,,,,,,
Kathmandu Shiksha Campus,Bagmati,,Management Bachelor 4-YRS B.B.S.,,25,11,36,,,,,,,,,,,,,
Kathmandu Shiksha Campus,Bagmati,Management Master,,MBS,8,3,11,,,,,,,,,,,,,
Kavre Multiple Campus,Bagmati,Education,Bachelor,ICTE,32,21,53,,,,,,,,,,,,,
Kavre Multiple Campus,Bagmati,HSS,Bachelor 4-YRS B.A.,,46,17,63,,,,,,,,,,,,,
Kavre Multiple Campus,Bagmati,HSS,Bachelor BCA,,17,65,82,,,,,,,,,,,,,
Kavre Multiple Campus,Bagmati,HSS,Master,Sociology,40,55,95,,,,,,,,,,,,,
Kavre Multiple Campus,Bagmati,,Management Bachelor 4-YRS B.B.S.,,155,99,254,,,,,,,,,,,,,
Kavre Multiple Campus,Bagmati,Management Master,,MBS,61,28,89,,,,,,,,,,,,,
kedar jyotipunj campus,Sudurpaschim  Education,,Bachelor 4-YRS B.ED.,,68,58,126,,,,,,,,,,,,,
kedar jyotipunj campus,,Sudurpaschim  Management Bachelor 4-YRS B.B.S.,,,14,26,40,,,,,,,,,,,,,
Kewal ramsurat campus,Madhesh,Education,Bachelor 4-YRS B.ED.,,88,48,136,,,,,,,,,,,,,
Khaptad Aadarsh Campus,Sudurpaschim  Education,,Bachelor 4-YRS B.ED.,,17,2,19,,,,,,,,,,,,,
Khaptad multiple campus,Sudurpaschim  Education,,Bachelor 4-YRS B.ED.,,53,16,69,,,,,,,,,,,,,
Khaptad multiple campus,Sudurpaschim  Education,,Master,Health Education,1,4,5,,,,,,,,,,,,,
Khaptad multiple campus,Sudurpaschim  HSS,,Bachelor 4-YRS B.A.,,101,36,137,,,,,,,,,,,,,
Khaptad multiple campus,,Sudurpaschim  Management Bachelor 4-YRS B.B.S.,,,32,11,43,,,,,,,,,,,,,
Khotang Campus,Koshi,Education,Bachelor 4-YRS B.ED.,,43,39,82,,,,,,,,,,,,,
Khudabagar adarsha college,Lumbini,Education,Bachelor 4-YRS B.ED.,,155,160,315,,,,,,,,,,,,,
Khwopa College,Bagmati,HSS,Bachelor 4-YRS B.A.,,132,58,190,,,,,,,,,,,,,
Khwopa College,Bagmati,HSS,Master,Economics,22,25,47,,,,,,,,,,,,,
Khwopa College,Bagmati,HSS,Master,English,7,11,18,,,,,,,,,,,,,
Khwopa College,Bagmati,,Management Bachelor 4-YRS B.B.S.,,316,189,505,,,,,,,,,,,,,
Khwopa College,Bagmati,,Management Bachelor BBM,,93,39,132,,,,,,,,,,,,,
Khwopa College,Bagmati,Management Master,,MBS,18,9,27,,,,,,,,,,,,,
Khwopa College,Bagmati,S&T,Bachelor 4-YRS B.Sc,,76,15,91,,,,,,,,,,,,,
Khwopa College,Bagmati,S&T,Master,Environment  Science,25,4,29,,,,,,,,,,,,,
Kishan Multiple campus,Lumbini,Education,Bachelor 4-YRS B.ED.,,52,6,58,,,,,,,,,,,,,
Kitini College,Bagmati,HSS,Bachelor 4-YRS B.A.,,70,19,89,,,,,,,,,,,,,
Kitini College,Bagmati,,Management Bachelor 4-YRS B.B.S.,,78,51,129,,,,,,,,,,,,,
Kolhuwa Multiple Campus,Gandaki,,Management Bachelor 4-YRS B.B.S.,,28,13,41,,,,,,,,,,,,,
Koteshwor Campus,Bagmati,Education,Bachelor 4-YRS B.ED.,,317,72,389,,,,,,,,,,,,,
Koteshwor Campus,Bagmati,HSS,Bachelor 4-YRS B.A.,,192,106,298,,,,,,,,,,,,,
Koteshwor Campus,Bagmati,,Management Bachelor 4-YRS B.B.S.,,614,508,1122,,,,,,,,,,,,,
