0,1,2,3,4,5,6,7,,,,,,,,,,,,,
Campus Name,Province,Faculty,Level,Programname,Female Male,,Total,,,,,,,,,,,,,
Himalayan Whitehouse  int'L College,,Bagmati  Management Bachelor,,Bachelor Of Hotel Management  (BHM),56,123,179,,,,,,,,,,,,,
Himalayan Whitehouse  int'L College,,Bagmati  Management Master,,Executive Master Of Business  Administration,16,36,52,,,,,,,,,,,,,
Himalayan Whitehouse  int'L College,,Bagmati  Management Master,,Master Of Business  Administration (M.B.A.),54,55,109,,,,,,,,,,,,,
Himalayan Whitehouse  int'L College,Bagmati,S&T,Bachelor  Bachelor In Civil Engineering,,46,187,233,,,,,,,,,,,,,
Himalayan Whitehouse  int'L College,Bagmati,S&T,Bachelor,Bachelor Of Information  Technology (B.I.T.),7,17,24,,,,,,,,,,,,,
Himalayan Whitehouse  int'L College,Bagmati,S&T,Bachelor,Bachelor Of Technology In  Biotechnology,60,16,76,,,,,,,,,,,,,
Innovative College Of  Health Science Pvt. Ltd.,Bagmati  Medicine,,Bachelor,Post Basic Bachelor Of  Nursing (PBN),75,0,75,,,,,,,,,,,,,
Innovative College Of  Health Science Pvt. Ltd.,Bagmati  Medicine,,Bachelor,Post Basic Bachelor Of  Nursing Science (PBNS),13,0,13,,,,,,,,,,,,,
Janaki College Of  Management,,Madhesh  Management Bachelor,,Bachelor Of Business  Administration,195,145,340,,,,,,,,,,,,,
Janata Adarsha Multiple  Campus,Koshi,Education,Bachelor  Bachelor Of Education (B.Ed.),,16,4,20,,,,,,,,,,,,,
Janata Adarsha Multiple  Campus,Koshi,HSS,Bachelor,Bachelor Of Social Work  (B.S.W.),54,40,94,,,,,,,,,,,,,
Kadambari Memorial  College Of Science &  Management,Bagmati,HSS,Bachelor,Bachelor Of Social Work  (B.S.W.),71,54,125,,,,,,,,,,,,,
Kantipur Academy Of  Health Science,Bagmati  Medicine,,Bachelor  Bachelor In Pharmacy,,56,54,110,,,,,,,,,,,,,
Kantipur Academy Of  Health Science,Bagmati  Medicine,,Bachelor,Bachelor Of Public Health  (BPH),74,57,131,,,,,,,,,,,,,
Kantipur Academy Of  Health Science,Bagmati  Medicine,,,Bachelor  Bachelor Of Science In Nursing,38,0,38,,,,,,,,,,,,,
Kantipur Academy Of  Health Science,Bagmati  Medicine,,Bachelor,Post Basic Bachelor Of  Nursing (PBN),77,0,77,,,,,,,,,,,,,
Kantipur Academy Of  Health Science,Bagmati  Medicine,,Bachelor,Post Basic Bachelor Of  Nursing Science (PBNS),10,0,10,,,,,,,,,,,,,
Kantipur City College,Bagmati,Engineering,Bachelor  Bachelor in Civil Engineering,,16,62,78,,,,,,,,,,,,,
Kantipur City College,Bagmati,Engineering,Bachelor,Bachelor in Computer  Engineering,8,26,34,,,,,,,,,,,,,
Kantipur City College,Bagmati,HSS,Master,Master Of Arts In Mass  Communication & Journalism,14,30,44,,,,,,,,,,,,,
Kantipur City College,,Bagmati  Management Bachelor,,Bachelor Of Business  Administration,37,46,83,,,,,,,,,,,,,
Kantipur City College,Bagmati,S&T,Bachelor  Bachelor In Civil Engineering,,52,423,475,,,,,,,,,,,,,
Kantipur City College,Bagmati,S&T,Bachelor,Bachelor In Computer  Engineering,23,54,77,,,,,,,,,,,,,
Kantipur City College,Bagmati,S&T,Bachelor,Bachelor Of Computer  Application (BCA),21,98,119,,,,,,,,,,,,,
Kantipur City College,Bagmati,S&T,Bachelor,Bachelor Of Information  Technology (B.I.T.),28,127,155,,,,,,,,,,,,,
Kantipur City College,Bagmati,S&T,Master,Master Of Computer  Application (M.C.A.),4,20,24,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
0,1,2,3,4,5,6,7,,,,,,,,,,,,,
Campus Name,Province,Faculty,Level,Programname,Female Male,,Total,,,,,,,,,,,,,
Kantipur City College,Bagmati,S&T,Master,Post Graduate Diploma In  Computer Application,5,12,17,,,,,,,,,,,,,
Kantipur International  College,Bagmati,Engineering,Bachelor,Bachelor in Architecture (B.  Arch.),17,5,22,,,,,,,,,,,,,
Kantipur International  College,Bagmati,Engineering,Bachelor  Bachelor in Civil Engineering,,3,17,20,,,,,,,,,,,,,
Kantipur International  College,Bagmati,HSS,Bachelor,Bachelor Of Interior Design  (B.I.D.),155,53,208,,,,,,,,,,,,,
Kantipur International  College,,Bagmati  Management Bachelor,,Bachelor Of Business  Administration,65,59,124,,,,,,,,,,,,,
Kantipur International  College,,Bagmati  Management Bachelor,,Bachelor Of Hospitality &  Catering Management (BHCM),105,328,433,,,,,,,,,,,,,
Kantipur International  College,,Bagmati  Management Bachelor,,Bachelor Of Hotel Management  (BHM),168,335,503,,,,,,,,,,,,,
Kantipur International  College,,Bagmati  Management Master,,Master Of Business  Administration (M.B.A.),50,54,104,,,,,,,,,,,,,
Kantipur International  College,,Bagmati  Management Master,,Master Of Hotel And Hospitality  Management (M.H.H.M.),9,36,45,,,,,,,,,,,,,
Kantipur International  College,Bagmati,S&T,Bachelor,Bachelor In Architecture (B.  Arch.),9,11,20,,,,,,,,,,,,,
Kantipur International  College,Bagmati,S&T,Bachelor  Bachelor In Civil Engineering,,25,125,150,,,,,,,,,,,,,
Kantipur Valley College,,Bagmati  Management Bachelor,,Bachelor Of Business  Administration,84,76,160,,,,,,,,,,,,,
Kantipur Valley College,,Bagmati  Management Master,,Executive Master Of Business  Administration,10,34,44,,,,,,,,,,,,,
Kantipur Valley College,,Bagmati  Management Master,,Master Of Business  Administration (M.B.A.),52,44,96,,,,,,,,,,,,,
Kantipur Valley College,Bagmati,S&T,Bachelor,Bachelor Of Technology In  Biotechnology,73,36,109,,,,,,,,,,,,,
Karnali College Of Health  Science,Bagmati  Medicine,,Bachelor  Bachelor In Pharmacy,,68,49,117,,,,,,,,,,,,,
Karnali College Of Health  Science,Bagmati  Medicine,,Bachelor,Bachelor Of Public Health  (BPH),96,64,160,,,,,,,,,,,,,
Kasthamandap College Of  Management,,Bagmati  Management Bachelor,,Bachelor Of Business  Administration,185,116,301,,,,,,,,,,,,,
Kasthamandap School Of  Public Affair Management,,Bagmati  Management Master,,Master Of Public Administration  (M.P.A.),40,69,109,,,,,,,,,,,,,
Kasturi College,Koshi,,Management Bachelor,Bachelor Of Business  Administration,116,70,186,,,,,,,,,,,,,
Kathmandu Academy Of  Tourism And Hospitality,,Bagmati  Management Bachelor,,Bachelor Of Travel And  Tourism Studies (BTTS),39,135,174,,,,,,,,,,,,,
Kathmandu Academy Of  Tourism And Hospitality,,Bagmati  Management Master,,Master Of Tourism Studies  (M.T.S.),5,12,17,,,,,,,,,,,,,
Kathmandu Don Basco  College,,Bagmati  Management Bachelor,,Bachelor Of Business  Administration,29,23,52,,,,,,,,,,,,,
Kathmandu Don Basco  College,,Bagmati  Management Master,,Executive Master Of Business  Administration,19,16,35,,,,,,,,,,,,,
Kathmandu Don Basco  College,,Bagmati  Management Master,,Master Of Business  Administration (M.B.A.),62,39,101,,,,,,,,,,,,,
Kathmandu Model Hospital  School Of Nursing Phect,Bagmati  Medicine,,,Bachelor  Bachelor Of Science In Nursing,39,0,39,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
0,1,2,3,4,5,6,7,,,,,,,,,,,,,
Campus Name,Province,Faculty,Level,Programname,Female Male,,Total,,,,,,,,,,,,,
Kathmandu Model Hospital  School Of Nursing Phect,Bagmati  Medicine,,Bachelor,Post Basic Bachelor Of  Nursing (PBN),74,0,75,,,,,,,,,,,,,
Kathmandu Model Hospital  School Of Nursing Phect,Bagmati  Medicine,,Bachelor,Post Basic Bachelor Of  Nursing Science (PBNS),39,0,39,,,,,,,,,,,,,
Kathmandu School of Law,Bagmati,Law,Bachelor  B.A.LL.B.,,539,203,742,,,,,,,,,,,,,
Kathmandu School of Law,Bagmati,Law,Master,Legisum Laterum Masterom  (LL.M.),112,72,184,,,,,,,,,,,,,
Khwopa Engineering  College,Bagmati,Engineering,Bachelor,Bachelor in Architecture (B.  Arch.),33,15,48,,,,,,,,,,,,,
Khwopa Engineering  College,Bagmati,Engineering,Bachelor  Bachelor in Civil Engineering,,22,74,96,,,,,,,,,,,,,
Khwopa Engineering  College,Bagmati,Engineering,Bachelor,Bachelor in Computer  Engineering,10,38,48,,,,,,,,,,,,,
Khwopa Engineering  College,Bagmati,Engineering,Bachelor,Bachelor in Electronics  Communication & Automation  Engineering,6,13,19,,,,,,,,,,,,,
Khwopa Engineering  College,Bagmati,Engineering,Master,Master Of Engineering in  Earthquake,5,15,20,,,,,,,,,,,,,
Khwopa Engineering  College,Bagmati,Engineering,Master,Master Of Science in Urban  Design & Conservation,13,4,17,,,,,,,,,,,,,
Khwopa Engineering  College,Bagmati,S&T,Bachelor,Bachelor In Architecture (B.  Arch.),125,49,174,,,,,,,,,,,,,
Khwopa Engineering  College,Bagmati,S&T,Bachelor  Bachelor In Civil Engineering,,95,283,378,,,,,,,,,,,,,
Khwopa Engineering  College,Bagmati,S&T,Bachelor,Bachelor In Computer  Engineering,43,142,185,,,,,,,,,,,,,
Khwopa Engineering  College,Bagmati,S&T,Bachelor,Bachelor In Electronics &  Communication Engineering,34,101,135,,,,,,,,,,,,,
Khwopa Engineering  College,Bagmati,S&T,Master,Master Of Engineering In  Earthquake,1,18,19,,,,,,,,,,,,,
Khwopa Engineering  College,Bagmati,S&T,Master,Master Of Science In Urban  Design & Conservation,7,11,18,,,,,,,,,,,,,
Kist College Of Information  & Technology,Bagmati,S&T,Bachelor,Bachelor Of Information  Technology (B.I.T.),34,157,191,,,,,,,,,,,,,
Koshi Health And Science  Campus,Koshi,Medicine,Bachelor,Bachelor Of Public Health  (BPH),81,45,126,,,,,,,,,,,,,
Koshi Health And Science  Campus,Koshi,Medicine,Bachelor,Post Basic Bachelor Of  Nursing (PBN),77,0,77,,,,,,,,,,,,,
Koshi Health And Science  Campus,Koshi,Medicine,Bachelor,Post Basic Bachelor Of  Nursing Science (PBNS),26,0,26,,,,,,,,,,,,,
Krishna Medical And  Technical Research Centre  Pvt....,Madhesh  Medicine,,,Bachelor  Bachelor Of Science In Nursing,40,0,40,,,,,,,,,,,,,
Krishna Medical And  Technical Research Centre  Pvt....,Madhesh  Medicine,,Bachelor,Post Basic Bachelor Of  Nursing (PBN),62,0,62,,,,,,,,,,,,,
Kshitiz Educational  Foundation,,Madhesh  Management Bachelor,,Bachelor Of Business  Administration,123,70,193,,,,,,,,,,,,,
Laxmi Ballav Narsing  Multiple Campus,Madhesh  Education,,Bachelor  Bachelor Of Education (B.Ed.),,96,88,184,,,,,,,,,,,,,
Little Buddha Collegeo,Bagmati  Medicine,,Bachelor  Bachelor In Pharmacy,,65,47,112,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
0,1,2,3,4,5,6,7,,,,,,,,,,,,,
Campus Name,Province,Faculty,Level,Programname,Female Male,,Total,,,,,,,,,,,,,
Little Buddha Collegeo,Bagmati  Medicine,,Bachelor,Bachelor Of Public Health  (BPH),103,56,159,,,,,,,,,,,,,
Lumbini Adarsha Multiple  College,Gandaki,Education,Bachelor  Bachelor Of Education (B.Ed.),,115,48,163,,,,,,,,,,,,,
Lumbini Adarsha Multiple  College,,Gandaki  Management Bachelor,,Bachelor Of Business  Administration,11,9,20,,,,,,,,,,,,,
Lumbini Adarsha Multiple  College,,Gandaki  Management Bachelor,,Bachelor Of Business Studies  (B.B.S.),52,42,94,,,,,,,,,,,,,
Man Management  Development Campus,,Bagmati  Management Master,,Executive Master Of Business  Administration,11,36,47,,,,,,,,,,,,,
Mayadevi Technical  College (Institute),Karnali,Medicine,Bachelor,Post Basic Bachelor Of  Nursing (PBN),77,0,77,,,,,,,,,,,,,
Model Pubaranchal  Campus,,Madhesh  Management Bachelor,,Bachelor Of Business  Administration,200,129,329,,,,,,,,,,,,,
Model Pubaranchal  Campus,,Madhesh  Management Master,,Master Of Business  Administration (M.B.A.),22,38,60,,,,,,,,,,,,,
Morgan Engineering &  Management College,Bagmati,Engineering,Bachelor  Bachelor in Civil Engineering,,2,14,16,,,,,,,,,,,,,
Morgan Engineering &  Management College,,Bagmati  Management Bachelor,,Bachelor Of Business  Administration,57,47,104,,,,,,,,,,,,,
Morgan Engineering &  Management College,,Bagmati  Management Bachelor,,Bachelor Of Hotel Management  (BHM),45,93,138,,,,,,,,,,,,,
Morgan Engineering &  Management College,Bagmati,S&T,Bachelor  Bachelor In Civil Engineering,,13,85,98,,,,,,,,,,,,,
Mother Memorial College,Madhesh  Education,,Bachelor  Bachelor Of Education (B.Ed.),,7,7,14,,,,,,,,,,,,,
Mother Memorial College,,Madhesh  Management Bachelor,,Bachelor Of Business Studies  (B.B.S.),8,20,28,,,,,,,,,,,,,
N.P.I. Narayani Samudayik  Hospital Ltd.,Bagmati  Medicine,,,Bachelor  Bachelor Of Science In Nursing,48,0,49,,,,,,,,,,,,,
Nagarik College Of Health  Science,Bagmati  Medicine,,,Bachelor  Bachelor Of Science In Nursing,40,0,40,,,,,,,,,,,,,
Nagarik College Of Health  Science,Bagmati  Medicine,,Bachelor,Post Basic Bachelor Of  Nursing (PBN),79,0,79,,,,,,,,,,,,,
Nagarik College Of Health  Science,Bagmati  Medicine,,Bachelor,Post Basic Bachelor Of  Nursing Science (PBNS),34,0,34,,,,,,,,,,,,,
Namuna College Of  Fashion Techonology,,Bagmati  Management Bachelor,,Bachelor Of Fashion Design  And Management (BFDM),374,23,397,,,,,,,,,,,,,
National Academy For  Medical Science (Nams)  Colleg...,Bagmati  Medicine,,Bachelor,Bachelor Of Public Health  (BPH),90,59,149,,,,,,,,,,,,,
National Academy For  Medical Science (Nams)  Colleg...,Bagmati  Medicine,,,Bachelor  Bachelor Of Science In Nursing,39,0,39,,,,,,,,,,,,,
National Multiple College,Koshi,Education,Bachelor  Bachelor Of Education (B.Ed.),,7,8,15,,,,,,,,,,,,,
Nepal Institute Of Health  Sciences,Bagmati  Medicine,,Bachelor,Bachelor Of Public Health  (BPH),79,65,144,,,,,,,,,,,,,
Nepal Institute Of Health  Sciences,Bagmati  Medicine,,,Bachelor  Bachelor Of Science In Nursing,40,0,40,,,,,,,,,,,,,
Nepal Institute Of Health  Sciences,Bagmati  Medicine,,Bachelor,Post Basic Bachelor Of  Nursing (PBN),61,0,61,,,,,,,,,,,,,
Nepal Polytechnic Institute,Bagmati,Engineering,Bachelor  Bachelor in Civil Engineering,,5,25,30,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
0,1,2,3,4,5,6,7,,,,,,,,,,,,,
Campus Name,Province,Faculty,Level,Programname,Female Male,,Total,,,,,,,,,,,,,
Nepal Polytechnic Institute,Bagmati,Engineering,Bachelor,Bachelor in Electrical  Engineering,0,14,14,,,,,,,,,,,,,
Nepal Polytechnic Institute,Bagmati  Medicine,,Bachelor,Post Basic Bachelor Of  Nursing (PBN),76,0,76,,,,,,,,,,,,,
Nepal Polytechnic Institute,Bagmati,S&T,Bachelor  Bachelor In Civil Engineering,,10,148,158,,,,,,,,,,,,,
Nepal Polytechnic Institute,Bagmati,S&T,Bachelor,Bachelor In Electrical  Engineering,1,35,36,,,,,,,,,,,,,
Nepal Polytechnic Institute,Bagmati,S&T,Bachelor,Bachelor Of Science (Honours)  In Agriculture,239,178,417,,,,,,,,,,,,,
Nepal Polytechnic Institute,Bagmati,S&T,Bachelor,Bachelor Of Veterinary Science  & Animal Husbandry,74,162,236,,,,,,,,,,,,,
Norvic Institute Of Nursing  Education Pvt. Ltd.,Bagmati  Medicine,,,Bachelor  Bachelor Of Science In Nursing,60,0,60,,,,,,,,,,,,,
Norvic Institute Of Nursing  Education Pvt. Ltd.,Bagmati  Medicine,,Bachelor,Bachelor Of Science in Nursing  (BSN),23,0,23,,,,,,,,,,,,,
Norvic Institute Of Nursing  Education Pvt. Ltd.,Bagmati  Medicine,,Bachelor,Post Basic Bachelor Of  Nursing (PBN),75,0,75,,,,,,,,,,,,,
Norvic Institute Of Nursing  Education Pvt. Ltd.,Bagmati  Medicine,,Bachelor,Post Basic Bachelor Of  Nursing Science (PBNS),35,0,35,,,,,,,,,,,,,
Novel Academy,,Gandaki  Management Bachelor,,Bachelor Of Business  Administration,70,45,115,,,,,,,,,,,,,
Novel Academy,,Gandaki  Management Master,,Master Of Business  Administration (M.B.A.),33,26,59,,,,,,,,,,,,,
Novel Academy,Gandaki  Medicine,,Bachelor  Bachelor In Pharmacy,,59,27,86,,,,,,,,,,,,,
Novel Academy,Gandaki  Medicine,,,Bachelor  Bachelor Of Science In Nursing,39,0,39,,,,,,,,,,,,,
Oasis Medical College  Teaching Hospital &  Research...,Bagmati  Medicine,,Bachelor,Bachelor Of Public Health  (BPH),42,71,113,,,,,,,,,,,,,
Oasis Medical College  Teaching Hospital &  Research...,Bagmati  Medicine,,,Bachelor  Bachelor Of Science In Nursing,60,0,60,,,,,,,,,,,,,
Oasis Medical College  Teaching Hospital &  Research...,Bagmati  Medicine,,Bachelor,Post Basic Bachelor Of  Nursing (PBN),79,0,79,,,,,,,,,,,,,
Oasis Medical College  Teaching Hospital &  Research...,Bagmati  Medicine,,Bachelor,Post Basic Bachelor Of  Nursing Science (PBNS),34,0,34,,,,,,,,,,,,,
Polygon College,Bagmati,HSS,Master,Master Of Arts In Mass  Communication & Journalism,23,37,60,,,,,,,,,,,,,
Presidency College Of  Management Science,,Bagmati  Management Bachelor,,Bachelor Of Business  Administration,208,119,327,,,,,,,,,,,,,
Presidency College Of  Management Science,,Bagmati  Management Master,,Master Of Business  Administration (M.B.A.),43,33,76,,,,,,,,,,,,,
Royal Softtech College,Madhesh  Education,,Bachelor  Bachelor Of Education (B.Ed.),,25,27,52,,,,,,,,,,,,,
Royal Softtech College,,Madhesh  Management Bachelor,,Bachelor Of Business  Administration,36,25,61,,,,,,,,,,,,,
Royal Softtech College,,Madhesh  Management Bachelor,,Bachelor Of Business Studies  (B.B.S.),42,61,103,,,,,,,,,,,,,
Saan Institude Of Nursing,Bagmati  Medicine,,,Bachelor  Bachelor Of Science In Nursing,59,0,59,,,,,,,,,,,,,
Saan Internetional College  For Higher Studies,,Bagmati  Management Bachelor,,Bachelor Of Business  Administration,57,51,108,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
0,1,2,3,4,5,6,7,,,,,,,,,,,,,
Campus Name,Province,Faculty,Level,Programname,Female Male,,Total,,,,,,,,,,,,,
Saan Internetional College  For Higher Studies,Bagmati,S&T,Bachelor,Bachelor Of Science In  Biotechnology,97,50,147,,,,,,,,,,,,,
Sagarmatha Multiple  College,,Bagmati  Management Bachelor,,Bachelor Of Business  Administration,6,14,20,,,,,,,,,,,,,
Sanjeevani College Of  Medical Sciences,Karnali,Medicine,Bachelor,Bachelor Of Public Health  (BPH),92,52,144,,,,,,,,,,,,,
Sanjeevani College Of  Medical Sciences,Karnali,Medicine,,Bachelor  Bachelor Of Science In Nursing,60,0,60,,,,,,,,,,,,,
Sanjeevani College Of  Medical Sciences,Karnali,Medicine,Bachelor,Post Basic Bachelor Of  Nursing (PBN),74,0,74,,,,,,,,,,,,,
Saptarishi Health Science  College,Madhesh  Medicine,,Bachelor,Bachelor Of Public Health  (BPH),30,48,78,,,,,,,,,,,,,
Saptarishi Multiple College,Madhesh  Education,,Bachelor  Bachelor Of Education (B.Ed.),,40,16,56,,,,,,,,,,,,,
Saptarishi Multiple College,Madhesh  Education,,Master,Master Of Education (M.Ed.),5,10,15,,,,,,,,,,,,,
Saptarishi Multiple College,,Madhesh  Management Bachelor,,Bachelor Of Business  Administration,101,65,166,,,,,,,,,,,,,
Saptarishi Multiple College,,Madhesh  Management Bachelor,,Bachelor Of Business Studies  (B.B.S.),9,11,20,,,,,,,,,,,,,
Shepherd College,Bagmati,HSS,Bachelor,Bachelor In Media Technology  (BMT),15,47,62,,,,,,,,,,,,,
Shepherd College,Bagmati,HSS,Master,Masters In Media Technology,6,54,60,,,,,,,,,,,,,
Shree Medical & Technical  College,Bagmati  Medicine,,Bachelor  Bachelor In Pharmacy,,68,45,113,,,,,,,,,,,,,
Shree Medical & Technical  College,Bagmati  Medicine,,Bachelor,Bachelor Of Public Health  (BPH),97,58,155,,,,,,,,,,,,,
Shree Medical & Technical  College,Bagmati  Medicine,,,Bachelor  Bachelor Of Science In Nursing,50,0,50,,,,,,,,,,,,,
Shree Medical & Technical  College,Bagmati  Medicine,,Bachelor,Post Basic Bachelor Of  Nursing (PBN),80,0,80,,,,,,,,,,,,,
Shree Medical & Technical  College,Bagmati  Medicine,,Bachelor,Post Basic Bachelor Of  Nursing Science (PBNS),18,0,18,,,,,,,,,,,,,
Shreenagar Integrated  College,Karnali,,Management Bachelor,Bachelor Of Business  Administration,14,15,29,,,,,,,,,,,,,
Silkroad International  Colege,,Bagmati  Management Bachelor,,Bachelor Of Business  Administration,33,45,78,,,,,,,,,,,,,
Sinha Health Foundation  Pvt.Ltd,Madhesh  Medicine,,,Bachelor  Bachelor Of Science In Nursing,35,0,35,,,,,,,,,,,,,
Sinha Health Foundation  Pvt.Ltd,Madhesh  Medicine,,Bachelor,Post Basic Bachelor Of  Nursing (PBN),46,0,46,,,,,,,,,,,,,
South Asian School  Of Tourism & Hotel  Management,Koshi,,Management Bachelor,Bachelor Of Business  Administration,90,76,166,,,,,,,,,,,,,
South Asian School  Of Tourism & Hotel  Management,Koshi,,Management Bachelor,Bachelor Of Hotel Management  (BHM),98,194,292,,,,,,,,,,,,,
Southwestern Business  College,,Bagmati  Management Bachelor,,Bachelor Of Business  Administration,100,59,159,,,,,,,,,,,,,
Sungava Multiple College,Madhesh  Education,,Bachelor  Bachelor Of Education (B.Ed.),,35,20,55,,,,,,,,,,,,,
Sungava Multiple College,,Madhesh  Management Bachelor,,Bachelor Of Business Studies  (B.B.S.),37,60,97,,,,,,,,,,,,,
Sushma Koirala Memorial  Trust,Bagmati  Medicine,,,Bachelor  Bachelor Of Science In Nursing,39,0,39,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
0,1,2,3,4,5,6,7,,,,,,,,,,,,,
Campus Name,Province,Faculty,Level,Programname,Female Male,,Total,,,,,,,,,,,,,
Topper Engineering &  Management Campus,,Madhesh  Management Bachelor,,Bachelor Of Business  Administration,26,49,75,,,,,,,,,,,,,
Topper Engineering &  Management Campus,,Madhesh  Management Master,,Master Of Business  Administration (M.B.A.),6,14,20,,,,,,,,,,,,,
Tribhuwan Campus Tanahu Gandaki,,Education,Bachelor  Bachelor Of Education (B.Ed.),,69,34,103,,,,,,,,,,,,,
Unique Educational  Academy Pvt. Ltd.,Madhesh  Medicine,,Bachelor,Bachelor Of Public Health  (BPH),29,61,90,,,,,,,,,,,,,
Unique Educational  Academy Pvt. Ltd.,Madhesh  Medicine,,Bachelor,Post Basic Bachelor Of  Nursing (PBN),30,0,30,,,,,,,,,,,,,
Vally College Of Technical  Sciences,Bagmati  Medicine,,Bachelor  Bachelor In Pharmacy,,52,66,118,,,,,,,,,,,,,
Vally College Of Technical  Sciences,Bagmati  Medicine,,Bachelor,Bachelor Of Public Health  (BPH),72,62,134,,,,,,,,,,,,,
Yeti Health Science  Academy,Bagmati  Medicine,,Bachelor,Bachelor Of Public Health  (BPH),107,45,152,,,,,,,,,,,,,
Yeti Health Science  Academy,Bagmati  Medicine,,Bachelor,Post Basic Bachelor Of  Nursing (PBN),118,0,118,,,,,,,,,,,,,
Zennith International  College,Koshi,,Management Bachelor,Bachelor Of Business  Administration,148,124,272,,,,,,,,,,,,,
Zennith International  College,Koshi,Management Master,,Master Of Business  Administration (M.B.A.),48,45,93,,,,,,,,,,,,,
,,,,Total,,14753 14082,28837,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
0,1,2,3,4,5,6,7,,,,,,,,,,,,,
Campus Name,Province,Faculty,Level,Programname,Female Male,,Total,,,,,,,,,,,,,
B.P. Koirala Memorial Cancer  Hospital Nursing Coll...,Bagmati  Medicine,,Bachelor,Bachelor of Nursing Science  (Oncology),84,0,84,,,,,,,,,,,,,
Council for Doctoral Studies,Gandaki,HSS,MPhil,PhD in Humanities,0,3,3,,,,,,,,,,,,,
Council for Doctoral Studies,Gandaki,HSS,MPhil,PhD in Management,2,7,9,,,,,,,,,,,,,
Himalayan Eye Institute,Gandaki  Medicine,,Bachelor B. Optometry,,36,8,44,,,,,,,,,,,,,
Himalayan Eye Institute,Gandaki  Medicine,,Master,M. Optometry,5,1,6,,,,,,,,,,,,,
Madan Bhandari Memorial  Academy,Koshi,Engineering,Bachelor Bachelor in Architecture,,20,26,46,,,,,,,,,,,,,
Madan Bhandari Memorial  Academy,Koshi,Engineering,Bachelor BE Civil,,59,212,271,,,,,,,,,,,,,
Madan Bhandari Memorial  Academy,Koshi,Engineering,Bachelor BE Computer,,27,97,124,,,,,,,,,,,,,
Madan Bhandari Memorial  Academy,Koshi,Engineering,Master,MSc CM,5,52,57,,,,,,,,,,,,,
School of Business  Pokhara-30 Kaski,,Gandaki  Management Bachelor BBA,,,183,168,351,,,,,,,,,,,,,
School of Business  Pokhara-30 Kaski,,Gandaki  Management Bachelor BBA-BI,,,97,58,155,,,,,,,,,,,,,
School of Business  Pokhara-30 Kaski,,Gandaki  Management Bachelor MBA Full Time,,,136,123,259,,,,,,,,,,,,,
School of Business  Pokhara-30 Kaski,,Gandaki  Management Bachelor MBA Job Holder,,,45,61,106,,,,,,,,,,,,,
School of Development and  Social Engineering Pokha...,Gandaki,Engineering,Bachelor BDEVS,,132,92,224,,,,,,,,,,,,,
School of Development and  Social Engineering Pokha...,Gandaki,Engineering,Bachelor BECS,,38,28,66,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
0,1,2,3,4,5,6,7,,,,,,,,,,,,,
Campus Name,Province,Faculty,Level,Programname,Female Male,,Total,,,,,,,,,,,,,
School of Development and  Social Engineering Pokha...,Gandaki,Engineering,Bachelor BED,,15,17,32,,,,,,,,,,,,,
School of Development and  Social Engineering Pokha...,Gandaki,Engineering,Master,MDEVS,12,14,26,,,,,,,,,,,,,
School of Development and  Social Engineering Pokha...,Gandaki,Engineering,Master,MPGD,23,12,35,,,,,,,,,,,,,
School of Engineering  Pokhara-30 Kaski,Gandaki,Engineering,Bachelor BE Civil,,60,322,382,,,,,,,,,,,,,
School of Engineering  Pokhara-30 Kaski,Gandaki,Engineering,Bachelor BE Civil (Rural),,32,110,142,,,,,,,,,,,,,
School of Engineering  Pokhara-30 Kaski,Gandaki,Engineering,Bachelor BE Computer,,26,116,142,,,,,,,,,,,,,
School of Engineering  Pokhara-30 Kaski,Gandaki,Engineering,Bachelor BE Electrical & Electronics,,32,135,167,,,,,,,,,,,,,
School of Engineering  Pokhara-30 Kaski,Gandaki,Engineering,Bachelor BE Software,,26,114,140,,,,,,,,,,,,,
School of Engineering  Pokhara-30 Kaski,Gandaki,Engineering,Master,Master of Science in  Bioinformatics,1,2,3,,,,,,,,,,,,,
School of Engineering  Pokhara-30 Kaski,Gandaki,Engineering,Master,MSc in Construction  Management,5,35,40,,,,,,,,,,,,,
School of Engineering  Pokhara-30 Kaski,Gandaki,Engineering,Master,MSc in Electrical Engineering  in Power Systemng,3,27,30,,,,,,,,,,,,,
School of Engineering  Pokhara-30 Kaski,Gandaki,Engineering,Master,MSc in Hydropower  Engineering,8,22,30,,,,,,,,,,,,,
School of Engineering  Pokhara-30 Kaski,Gandaki,Engineering,Master,MSc in Public Health and  Disaster Engineering,2,20,22,,,,,,,,,,,,,
School of Engineering  Pokhara-30 Kaski,Gandaki,Engineering,Master,MSc in Structural Engineering,2,28,30,,,,,,,,,,,,,
School of Health and Allied  Sciences Pokhara-30 Ka...,Gandaki  Medicine,,Bachelor B. Pharmacy,,96,52,148,,,,,,,,,,,,,
